Order ID;Month;Year;City;Segment;Category;Sub-Category;Product Name;Sales;Quantity;Profit
CA-2014-151330;Oktober;2014;Jawa Timur;Consumer;Office Supplies;Storage;SimpliFile Personal File, Black Granite, 15w x 6-15/16d x 11-1/4h;USD 79,45;7;USD 22,25
CA-2014-151330;Oktober;2014;DKI Jakarta;Consumer;Furniture;Chairs;Office Star - Ergonomic Mid Back Chair with 2-Way Adjustable Arms;USD 1.628,82;9;USD 260,61
CA-2014-151330;Oktober;2014;Jawa Barat;Consumer;Technology;Accessories;WD My Passport Ultra 500GB Portable External Hard Drive;USD 177,00;3;USD 30,09
CA-2014-131051;Desember;2014;Banten;Consumer;Furniture;Furnishings;Floodlight Indoor Halogen Bulbs, 1 Bulb per Pack, 60 Watts;USD 58,20;3;USD 28,52
CA-2014-146591;Januari;2014;Jawa Tengah;Consumer;Office Supplies;Paper;TOPS Carbonless Receipt Book, Four 2-3/4 x 7-1/4 Money Receipts per Page;USD 56,06;4;USD 19,62
CA-2014-140032;September;2014;DI Yogyakarta;Consumer;Office Supplies;Binders;"Acco PRESSTEX Data Binder with Storage Hooks, Light Blue, 9 1/2"" X 11""";USD 8,61;2;USD 3,01
CA-2014-146591;Januari;2014;Jawa Timur;Consumer;Office Supplies;Binders;GBC Standard Recycled Report Covers, Clear Plastic Sheets;USD 32,34;10;USD 23,72
CA-2014-146591;Januari;2014;DKI Jakarta;Consumer;Office Supplies;Envelopes;Tyvek  Top-Opening Peel & Seel Envelopes, Plain White;USD 108,72;5;USD 36,69
CA-2014-146591;Januari;2014;Jawa Barat;Consumer;Furniture;Bookcases;O'Sullivan 4-Shelf Bookcase in Odessa Pine;USD 181,47;5;USD 320,60
CA-2014-101931;Oktober;2014;Banten;Corporate;Office Supplies;Supplies;Serrated Blade or Curved Handle Hand Letter Openers;USD 6,28;2;USD 0,06
CA-2014-101931;Oktober;2014;Jawa Tengah;Corporate;Furniture;Bookcases;O'Sullivan Living Dimensions 2-Shelf Bookcases;USD 617,00;6;USD 36,29
CA-2014-101931;Oktober;2014;DI Yogyakarta;Corporate;Office Supplies;Supplies;Premier Automatic Letter Opener;USD 480,74;2;USD 14,42
CA-2014-101931;Oktober;2014;Jawa Timur;Corporate;Office Supplies;Storage;Eldon Portable Mobile Manager;USD 141,40;5;USD 38,18
CA-2014-101931;Oktober;2014;DKI Jakarta;Corporate;Office Supplies;Binders;Avery Non-Stick Binders;USD 7,18;2;USD 2,25
US-2014-119081;September;2014;Jawa Barat;Home Office;Office Supplies;Supplies;Compact Automatic Electric Letter Opener;USD 357,93;3;USD 7,16
US-2014-119081;September;2014;Banten;Home Office;Office Supplies;Binders;GBC DocuBind P100 Manual Binding Machine;USD 331,96;2;USD 149,38
US-2014-119081;September;2014;Jawa Tengah;Home Office;Technology;Accessories;SanDisk Cruzer 16 GB USB Flash Drive;USD 57,40;5;USD 10,91
US-2014-119081;September;2014;DI Yogyakarta;Home Office;Furniture;Furnishings;"Seth Thomas 8 1/2"" Cubicle Clock";USD 40,56;2;USD 12,98
CA-2014-131002;September;2014;Jawa Timur;Consumer;Technology;Phones;Plantronics Cordless Phone Headset with In-line Volume - M214C;USD 104,85;3;USD 28,31
CA-2014-145541;Desember;2014;Jawa Tengah;Consumer;Technology;Machines;"HP Designjet T520 Inkjet Large Format Printer - 24"" Color";USD 6.999,96;4;USD 2.239,99
CA-2014-131002;September;2014;DI Yogyakarta;Consumer;Office Supplies;Binders;GBC Laser Imprintable Binding System Covers, Desert Sand;USD 42,81;3;USD 20,12
CA-2014-131002;September;2014;Jawa Timur;Consumer;Furniture;Furnishings;3M Polarizing Task Lamp with Clamp Arm, Light Gray;USD 821,88;6;USD 213,69
CA-2014-131002;September;2014;DKI Jakarta;Consumer;Furniture;Furnishings;"Executive Impressions 13"" Clairmont Wall Clock";USD 57,69;3;USD 23,65
CA-2014-111059;Februari;2014;Jawa Barat;Consumer;Office Supplies;Binders;Ibico Laser Imprintable Binding System Covers;USD 83,84;2;USD 27,25
CA-2014-111059;Februari;2014;Banten;Consumer;Office Supplies;Binders;Avery Durable Poly Binders;USD 13,27;3;USD 4,31
CA-2014-110422;Januari;2014;Jawa Tengah;Consumer;Furniture;Furnishings;Ultra Door Pull Handle;USD 25,25;3;USD 4,10
CA-2014-131002;September;2014;DI Yogyakarta;Consumer;Office Supplies;Paper;Xerox 2000;USD 12,96;2;USD 6,22
CA-2014-155796;November;2014;Jawa Timur;Corporate;Furniture;Bookcases;Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors;USD 521,96;4;USD 250,54
CA-2014-111192;Juli;2014;Jawa Timur;Corporate;Furniture;Bookcases;"Rush Hierlooms Collection 1"" Thick Stackable Bookcases";USD 1.367,84;8;USD 259,89
CA-2014-155796;November;2014;DKI Jakarta;Corporate;Furniture;Furnishings;GE 4 Foot Flourescent Tube, 40 Watt;USD 23,97;2;USD 7,79
US-2014-112200;November;2014;Jawa Barat;Home Office;Office Supplies;Binders;"Avery Framed View Binder, EZD Ring (Locking), Navy, 1 1/2""";USD 9,98;5;USD 16,47
CA-2014-134551;Desember;2014;Banten;Consumer;Office Supplies;Appliances;Hoover Commercial Soft Guard Upright Vacuum And Disposable Filtration Bags;USD 43,51;7;USD 3,81
CA-2014-134551;Desember;2014;Jawa Tengah;Consumer;Office Supplies;Paper;Weyerhaeuser First Choice Laser/Copy Paper (20Lb. and 88 Bright);USD 25,92;5;USD 9,07
CA-2014-134551;Desember;2014;DI Yogyakarta;Consumer;Furniture;Chairs;SAFCO Arco Folding Chair;USD 662,88;3;USD 74,57
CA-2014-142587;Oktober;2014;Jawa Timur;Consumer;Furniture;Tables;Hon Practical Foundations 30 x 60 Training Table, Light Gray/Charcoal;USD 409,59;3;USD 122,88
CA-2014-124394;Oktober;2014;DKI Jakarta;Consumer;Office Supplies;Binders;GBC Standard Recycled Report Covers, Clear Plastic Sheets;USD 10,78;5;USD 17,25
CA-2014-142587;Oktober;2014;Jawa Barat;Consumer;Office Supplies;Appliances;Fellowes Superior 10 Outlet Split Surge Protector;USD 121,79;4;USD 13,70
CA-2014-168473;Desember;2014;Banten;Consumer;Office Supplies;Storage;Fellowes Bankers Box Stor/Drawer Steel Plus;USD 191,88;6;USD 19,19
CA-2014-124394;Oktober;2014;Jawa Tengah;Consumer;Technology;Accessories;Case Logic 2.4GHz Wireless Keyboard;USD 119,98;3;USD 18,00
CA-2014-153619;November;2014;DI Yogyakarta;Home Office;Office Supplies;Art;Prang Dustless Chalk Sticks;USD 6,72;4;USD 3,36
CA-2014-113887;April;2014;Jawa Timur;Home Office;Office Supplies;Paper;Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box;USD 55,48;1;USD 26,63
CA-2014-163419;November;2014;DKI Jakarta;Consumer;Technology;Phones;Samsung Galaxy S III - 16GB - pebble blue (T-Mobile);USD 559,98;2;USD 56,00
CA-2014-163419;November;2014;Jawa Barat;Consumer;Office Supplies;Art;BIC Brite Liner Grip Highlighters, Assorted, 5/Pack;USD 3,39;1;USD 0,81
CA-2014-163419;November;2014;Banten;Consumer;Furniture;Chairs;Global Airflow Leather Mesh Back Chair, Black;USD 603,92;5;USD 75,49
US-2014-165589;Februari;2014;Jawa Tengah;Consumer;Furniture;Furnishings;DAX Copper Panel Document Frame, 5 x 7 Size;USD 25,16;5;USD 11,32
US-2014-139640;November;2014;DI Yogyakarta;Consumer;Office Supplies;Art;Panasonic KP-150 Electric Pencil Sharpener;USD 120,77;4;USD 9,06
US-2014-139640;November;2014;Jawa Timur;Consumer;Office Supplies;Paper;Xerox 1995;USD 25,92;5;USD 9,07
CA-2014-142839;Agustus;2014;Jawa Tengah;Consumer;Furniture;Tables;Chromcraft Rectangular Conference Tables;USD 853,09;6;USD 227,49
CA-2014-137575;Agustus;2014;DI Yogyakarta;Consumer;Technology;Accessories;Logitech G700s Rechargeable Gaming Mouse;USD 199,98;2;USD 83,99
CA-2014-130428;Maret;2014;Jawa Timur;Consumer;Furniture;Chairs;Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black;USD 1.125,49;7;USD 98,48
CA-2014-130428;Maret;2014;DKI Jakarta;Consumer;Office Supplies;Art;Binney & Smith inkTank Erasable Desk Highlighter, Chisel Tip, Yellow, 12/Box;USD 4,03;2;USD 1,06
CA-2014-130428;Maret;2014;Jawa Barat;Consumer;Office Supplies;Binders;Ibico Plastic and Wire Spiral Binding Combs;USD 12,65;5;USD 10,12
CA-2014-126361;Agustus;2014;Banten;Consumer;Office Supplies;Storage;"Safco Wire Cube Shelving System, For Use as 4 or 5 14"" Cubes, Black";USD 158,90;5;USD 7,94
CA-2014-126361;Agustus;2014;Jawa Tengah;Consumer;Office Supplies;Appliances;Hoover WindTunnel Plus Canister Vacuum;USD 1.089,75;3;USD 305,13
CA-2014-126361;Agustus;2014;DI Yogyakarta;Consumer;Technology;Phones;Panasonic KX T7731-B Digital phone;USD 399,96;5;USD 35,00
CA-2014-126361;Agustus;2014;Jawa Timur;Consumer;Office Supplies;Binders;Ibico Standard Transparent Covers;USD 13,18;1;USD 4,78
CA-2014-126361;Agustus;2014;Jawa Timur;Consumer;Office Supplies;Paper;Xerox 1934;USD 447,84;8;USD 219,44
CA-2014-126361;Agustus;2014;DKI Jakarta;Consumer;Office Supplies;Art;Newell 329;USD 16,40;5;USD 4,26
CA-2014-165806;April;2014;Jawa Barat;Home Office;Technology;Phones;RCA Visys Integrated PBX 8-Line Router;USD 200,97;3;USD 50,24
CA-2014-165806;April;2014;Banten;Home Office;Office Supplies;Paper;Xerox 226;USD 58,32;9;USD 27,99
CA-2014-151897;Juni;2014;Jawa Tengah;Home Office;Office Supplies;Labels;Round Specialty Laser Printer Labels;USD 100,24;10;USD 33,83
CA-2014-113880;Maret;2014;DI Yogyakarta;Home Office;Office Supplies;Paper;"Black Print Carbonless 8 1/2"" x 8 1/4"" Rapid Memo Book";USD 17,47;3;USD 5,68
CA-2014-113880;Maret;2014;Jawa Timur;Home Office;Furniture;Chairs;Novimex Swivel Fabric Task Chair;USD 634,12;6;USD 172,12
CA-2014-146528;Juli;2014;DKI Jakarta;Home Office;Office Supplies;Supplies;Acme Kleen Earth Office Shears;USD 15,52;4;USD 4,50
CA-2014-146528;Juli;2014;Jawa Barat;Home Office;Office Supplies;Paper;Xerox 1966;USD 6,48;1;USD 3,18
CA-2014-109932;Desember;2014;Banten;Corporate;Office Supplies;Storage;Recycled Data-Pak for Archival Bound Computer Printouts, 12-1/2 x 12-1/2 x 16;USD 237,10;3;USD 20,75
CA-2014-130449;September;2014;Jawa Tengah;Corporate;Furniture;Furnishings;Eldon Expressions Wood and Plastic Desk Accessories, Cherry Wood;USD 41,88;6;USD 12,15
CA-2014-109680;Oktober;2014;DI Yogyakarta;Corporate;Office Supplies;Storage;Fellowes Staxonsteel Drawer Files;USD 386,34;2;USD 54,09
CA-2014-130449;September;2014;Jawa Timur;Corporate;Office Supplies;Labels;Avery 516;USD 58,48;8;USD 27,49
CA-2014-109932;Desember;2014;DKI Jakarta;Corporate;Office Supplies;Paper;Xerox 195;USD 10,69;2;USD 3,74
CA-2014-152100;Mei;2014;Jawa Barat;Corporate;Furniture;Chairs;Hon Multipurpose Stacking Arm Chairs;USD 1.212,96;8;USD 69,31
CA-2014-115980;Juli;2014;Banten;Corporate;Technology;Accessories;Maxell 4.7GB DVD-R 5/Pack;USD 2,97;3;USD 1,31
CA-2014-115980;Juli;2014;Jawa Tengah;Corporate;Office Supplies;Fasteners;Advantus Push Pins;USD 6,54;3;USD 2,68
CA-2014-158540;November;2014;DI Yogyakarta;Consumer;Furniture;Furnishings;"Eldon Delta Triangular Chair Mat, 52"" x 58"", Clear";USD 151,72;4;USD 27,31
CA-2014-156790;Agustus;2014;Jawa Timur;Consumer;Furniture;Bookcases;O'Sullivan 2-Shelf Heavy-Duty Bookcases;USD 155,46;4;USD 7,77
CA-2014-103191;September;2014;Jawa Tengah;Corporate;Office Supplies;Storage;SAFCO Commercial Wire Shelving, Black;USD 331,54;3;USD 82,88
CA-2014-105417;Januari;2014;DI Yogyakarta;Consumer;Office Supplies;Binders;"Acco Four Pocket Poly Ring Binder with Label Holder, Smoke, 1""";USD 10,43;7;USD 18,25
CA-2014-105417;Januari;2014;Jawa Timur;Consumer;Furniture;Furnishings;"Howard Miller 14-1/2"" Diameter Chrome Round Wall Clock";USD 76,73;3;USD 53,71
US-2014-129609;Maret;2014;DKI Jakarta;Consumer;Office Supplies;Art;Avery Hi-Liter EverBold Pen Style Fluorescent Highlighters, 4/Pack;USD 16,28;2;USD 6,51
CA-2014-141607;Desember;2014;Jawa Barat;Consumer;Furniture;Furnishings;Eldon Advantage Chair Mats for Low to Medium Pile Carpets;USD 43,31;1;USD 4,33
CA-2014-120852;Desember;2014;Banten;Consumer;Office Supplies;Appliances;Belkin Premiere Surge Master II 8-outlet surge protector;USD 19,43;2;USD 49,55
CA-2014-120852;Desember;2014;Jawa Tengah;Consumer;Technology;Accessories;Logitech Desktop MK120 Mouse and keyboard Combo;USD 65,44;5;USD 8,18
CA-2014-125829;November;2014;DI Yogyakarta;Consumer;Technology;Phones;Polycom SoundPoint Pro SE-225 Corded phone;USD 666,34;7;USD 66,63
CA-2014-125829;November;2014;Jawa Timur;Consumer;Furniture;Tables;Bevis Round Conference Table Top, X-Base;USD 573,73;4;USD 64,54
CA-2014-125829;November;2014;Jawa Timur;Consumer;Technology;Machines;Hewlett-Packard Deskjet D4360 Printer;USD 447,97;4;USD 139,99
CA-2014-125829;November;2014;DKI Jakarta;Consumer;Office Supplies;Binders;Cardinal EasyOpen D-Ring Binders;USD 21,94;3;USD 8,23
CA-2014-125829;November;2014;Jawa Barat;Consumer;Office Supplies;Paper;Xerox 2000;USD 19,44;3;USD 9,33
CA-2014-167927;Januari;2014;Banten;Consumer;Office Supplies;Appliances;Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter;USD 247,72;4;USD 93,58
CA-2014-114335;September;2014;Jawa Tengah;Consumer;Furniture;Furnishings;Deflect-o DuraMat Antistatic Studded Beveled Mat for Medium Pile Carpeting;USD 337,09;4;USD 16,85
CA-2014-167927;Januari;2014;DI Yogyakarta;Consumer;Office Supplies;Binders;"Acco Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Executive Red";USD 19,05;5;USD 8,95
CA-2014-134677;Oktober;2014;Jawa Timur;Consumer;Technology;Accessories;Imation USB 2.0 Swivel Flash Drive USB flash drive - 4 GB - Pink;USD 9,09;3;USD 1,91
CA-2014-167927;Januari;2014;DKI Jakarta;Consumer;Furniture;Furnishings;Eldon ClusterMat Chair Mat with Cordless Antistatic Protection;USD 272,94;3;USD 30,02
CA-2014-167927;Januari;2014;Jawa Barat;Consumer;Office Supplies;Storage;Fellowes Bases and Tops For Staxonsteel/High-Stak Systems;USD 66,58;2;USD 15,98
CA-2014-167927;Januari;2014;Banten;Consumer;Office Supplies;Art;Panasonic KP-4ABK Battery-Operated Pencil Sharpener;USD 43,92;3;USD 12,74
CA-2014-167927;Januari;2014;Jawa Tengah;Consumer;Office Supplies;Storage;Eldon Fold 'N Roll Cart System;USD 13,98;1;USD 4,05
CA-2014-167927;Januari;2014;DI Yogyakarta;Consumer;Office Supplies;Binders;Storex Dura Pro Binders;USD 29,70;5;USD 13,37
CA-2014-167927;Januari;2014;Jawa Timur;Consumer;Furniture;Furnishings;Ultra Door Push Plate;USD 14,73;3;USD 4,86
CA-2014-119375;November;2014;DKI Jakarta;Corporate;Office Supplies;Storage;Smead Adjustable Mobile File Trolley with Lockable Top;USD 2.934,33;7;USD 792,27
CA-2014-119375;November;2014;Jawa Barat;Corporate;Furniture;Furnishings;Eldon Econocleat Chair Mats for Low Pile Carpets;USD 124,41;3;USD 14,93
CA-2014-119375;November;2014;Banten;Corporate;Office Supplies;Art;Deluxe Chalkboard Eraser Cleaner;USD 57,75;5;USD 26,57
CA-2014-151995;Oktober;2014;Jawa Tengah;Consumer;Technology;Accessories;Sony 16GB Class 10 Micro SDHC R40 Memory Card;USD 25,78;2;USD 2,58
CA-2014-126802;Desember;2014;DI Yogyakarta;Consumer;Furniture;Furnishings;Tenex Chairmats For Use with Hard Floors;USD 38,98;3;USD 50,67
CA-2014-151995;Oktober;2014;Jawa Timur;Consumer;Furniture;Tables;"Bevis Round Bullnose 29"" High Table Top";USD 1.298,55;5;USD 311,65
CA-2014-151995;Oktober;2014;Jawa Tengah;Consumer;Office Supplies;Appliances;Belkin F9G930V10-GRY 9 Outlet Surge;USD 213,92;4;USD 62,04
CA-2014-151995;Oktober;2014;DI Yogyakarta;Consumer;Office Supplies;Art;Newell 32;USD 11,52;4;USD 3,23
CA-2014-143336;Agustus;2014;Jawa Timur;Consumer;Office Supplies;Binders;"Wilson Jones Hanging View Binder, White, 1""";USD 22,72;4;USD 7,38
CA-2014-143336;Agustus;2014;DKI Jakarta;Consumer;Technology;Phones;Cisco SPA 501G IP Phone;USD 213,48;3;USD 16,01
CA-2014-143336;Agustus;2014;Jawa Barat;Consumer;Office Supplies;Art;Newell 341;USD 8,56;2;USD 2,48
CA-2015-130113;Desember;2015;Banten;Corporate;Office Supplies;Storage;Fellowes Super Stor/Drawer Files;USD 323,10;2;USD 61,39
CA-2015-130113;Desember;2015;Jawa Tengah;Corporate;Technology;Phones;Geemarc AmpliPOWER60;USD 668,16;9;USD 75,17
CA-2015-150511;September;2015;DI Yogyakarta;Home Office;Office Supplies;Paper;"Wirebound Message Books, Four 2 3/4"" x 5"" Forms per Page, 600 Sets per Book";USD 18,54;2;USD 8,71
CA-2015-161795;Desember;2015;Jawa Timur;Corporate;Office Supplies;Art;OIC #2 Pencils, Medium Soft;USD 3,01;2;USD 0,34
CA-2015-127509;November;2015;Jawa Timur;Consumer;Furniture;Tables;Bevis Round Conference Table Top & Single Column Base;USD 1.024,38;7;USD 215,12
CA-2015-127509;November;2015;DKI Jakarta;Consumer;Office Supplies;Envelopes;"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes";USD 26,22;3;USD 12,32
CA-2015-127509;November;2015;Jawa Barat;Consumer;Office Supplies;Binders;Binder Posts;USD 17,22;3;USD 7,92
CA-2015-127509;November;2015;Banten;Consumer;Office Supplies;Paper;Xerox 1978;USD 17,34;3;USD 8,50
CA-2015-163181;November;2015;Jawa Tengah;Consumer;Office Supplies;Storage;Gould Plastics 9-Pocket Panel Bin, 18-3/8w x 5-1/4d x 20-1/2h, Black;USD 84,78;2;USD 16,96
CA-2015-163181;November;2015;DI Yogyakarta;Consumer;Office Supplies;Binders;Avery Recycled Flexi-View Covers for Binding Systems;USD 32,06;10;USD 51,30
CA-2015-163181;November;2015;Jawa Timur;Consumer;Furniture;Furnishings;Tenex Chairmats For Use with Hard Floors;USD 64,96;5;USD 84,45
CA-2015-163181;November;2015;DKI Jakarta;Consumer;Technology;Machines;Canon PC170 Desktop Personal Copier;USD 287,91;3;USD 33,59
CA-2015-163181;November;2015;Jawa Barat;Consumer;Office Supplies;Storage;Fellowes Recycled Storage Drawers;USD 177,65;2;USD 28,87
CA-2015-163181;November;2015;Banten;Consumer;Office Supplies;Art;Lumber Crayons;USD 23,64;3;USD 5,32
CA-2015-168186;September;2015;Jawa Tengah;Consumer;Office Supplies;Paper;Xerox 1952;USD 14,94;3;USD 7,02
CA-2015-115945;Juni;2015;DI Yogyakarta;Consumer;Office Supplies;Binders;GBC Velobind Prepunched Cover Sets, Regency Series;USD 88,75;3;USD 27,74
CA-2015-131534;Maret;2015;Jawa Timur;Consumer;Technology;Accessories;Imation Bio 8GB USB Flash Drive Imation Corp;USD 166,24;1;USD 24,94
CA-2015-144043;Mei;2015;DKI Jakarta;Consumer;Technology;Accessories;Belkin Standard 104 key USB Keyboard;USD 46,69;4;USD 2,92
CA-2015-115945;Juni;2015;Jawa Barat;Consumer;Office Supplies;Storage;Tennsco Regal Shelving Units;USD 304,23;3;USD 9,13
CA-2015-115945;Juni;2015;Banten;Consumer;Office Supplies;Art;Staples in misc. colors;USD 20,96;2;USD 5,24
CA-2015-131534;Maret;2015;Jawa Tengah;Consumer;Office Supplies;Paper;Xerox 1977;USD 33,40;5;USD 16,03
CA-2015-120439;Juni;2015;DI Yogyakarta;Home Office;Furniture;Furnishings;Eldon Expressions Punched Metal & Wood Desk Accessories, Pewter & Cherry;USD 51,07;6;USD 5,11
CA-2015-124268;Juli;2015;Jawa Timur;Home Office;Office Supplies;Art;Colorific Watercolor Pencils;USD 15,48;3;USD 4,49
CA-2015-125185;Maret;2015;Jawa Tengah;Corporate;Furniture;Chairs;Situations Contoured Folding Chairs, 4/Set;USD 99,37;2;USD 7,10
CA-2015-125185;Maret;2015;DI Yogyakarta;Corporate;Furniture;Furnishings;36X48 HARDFLOOR CHAIRMAT;USD 33,57;2;USD 5,45
CA-2015-165050;Desember;2015;Jawa Timur;Consumer;Office Supplies;Binders;Avery Durable Slant Ring Binders With Label Holder;USD 6,69;2;USD 2,34
CA-2015-165050;Desember;2015;DKI Jakarta;Consumer;Office Supplies;Binders;Pressboard Data Binders by Wilson Jones;USD 21,36;5;USD 7,21
CA-2015-155040;November;2015;Jawa Barat;Consumer;Technology;Accessories;Microsoft Sculpt Comfort Mouse;USD 79,90;2;USD 35,16
CA-2015-165050;Desember;2015;Banten;Consumer;Technology;Phones;Digium D40 VoIP phone;USD 773,94;6;USD 224,44
CA-2015-144253;Mei;2015;Jawa Tengah;Corporate;Furniture;Furnishings;Electrix 20W Halogen Replacement Bulb for Zoom-In Desk Lamp;USD 26,80;2;USD 12,86
CA-2015-143700;Juli;2015;DI Yogyakarta;Consumer;Office Supplies;Paper;"Eureka Recycled Copy Paper 8 1/2"" x 11"", Ream";USD 10,37;2;USD 3,63
CA-2015-150749;Maret;2015;Jawa Timur;Consumer;Office Supplies;Art;Newell 333;USD 5,56;2;USD 1,45
CA-2015-110093;Desember;2015;Jawa Timur;Home Office;Office Supplies;Paper;"Message Book, Wirebound, Four 5 1/2"" X 4"" Forms/Pg., 200 Dupl. Sets/Book";USD 16,45;2;USD 5,55
CA-2015-110093;Desember;2015;DKI Jakarta;Home Office;Technology;Accessories;Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 25/Pack;USD 36,78;2;USD 10,58
CA-2015-142055;Mei;2015;Jawa Barat;Home Office;Office Supplies;Paper;Xerox 1912;USD 37,94;2;USD 18,21
CA-2015-153738;September;2015;Banten;Consumer;Office Supplies;Binders;GBC Standard Plastic Binding Systems' Combs;USD 37,68;6;USD 16,96
CA-2015-166800;November;2015;Jawa Tengah;Corporate;Office Supplies;Appliances;Hoover Commercial Soft Guard Upright Vacuum And Disposable Filtration Bags;USD 31,08;4;USD 8,39
CA-2015-121391;Oktober;2015;DI Yogyakarta;Consumer;Office Supplies;Storage;Tenex Personal Project File with Scoop Front Design, Black;USD 26,96;2;USD 7,01
CA-2015-139374;September;2015;Jawa Timur;Corporate;Furniture;Chairs;Global Commerce Series Low-Back Swivel/Tilt Chairs;USD 179,89;1;USD 2,57
US-2015-107944;Maret;2015;DKI Jakarta;Corporate;Office Supplies;Paper;TOPS Carbonless Receipt Book, Four 2-3/4 x 7-1/4 Money Receipts per Page;USD 192,72;11;USD 92,51
US-2015-107944;Maret;2015;Jawa Barat;Corporate;Technology;Accessories;Logitech G600 MMO Gaming Mouse;USD 239,97;3;USD 86,39
CA-2015-140921;Februari;2015;Banten;Consumer;Technology;Accessories;Kensington SlimBlade Notebook Wireless Mouse with Nano Receiver ;USD 149,97;3;USD 50,99
CA-2015-114503;November;2015;Jawa Tengah;Consumer;Office Supplies;Storage;Portfile Personal File Boxes;USD 84,96;6;USD 6,37
CA-2015-140921;Februari;2015;DI Yogyakarta;Consumer;Furniture;Furnishings;Coloredge Poster Frame;USD 28,40;2;USD 11,08
CA-2015-109939;Mei;2015;Jawa Timur;Consumer;Office Supplies;Art;Newell 321;USD 5,25;2;USD 0,59
CA-2015-164427;Juli;2015;DKI Jakarta;Corporate;Technology;Accessories;Microsoft Sculpt Comfort Mouse;USD 239,70;6;USD 105,47
CA-2015-133977;September;2015;Jawa Barat;Home Office;Office Supplies;Binders;GBC Plasticlear Binding Covers;USD 3,44;1;USD 2,53
CA-2015-164441;November;2015;Banten;Consumer;Office Supplies;Paper;Great White Multi-Use Recycled Paper (20Lb. and 84 Bright);USD 17,94;3;USD 8,07
US-2015-106495;Juni;2015;Jawa Tengah;Consumer;Technology;Accessories;Belkin Standard 104 key USB Keyboard;USD 11,67;1;USD 0,73
CA-2015-164441;November;2015;DI Yogyakarta;Consumer;Office Supplies;Binders;Storex Dura Pro Binders;USD 52,27;11;USD 17,64
CA-2015-151547;Januari;2015;Jawa Timur;Consumer;Office Supplies;Supplies;"Acme Hot Forged Carbon Steel Scissors with Nickel-Plated Handles, 3 7/8"" Cut, 8""L";USD 88,96;8;USD 10,01
CA-2015-141243;Januari;2015;Jawa Tengah;Consumer;Furniture;Bookcases;O'Sullivan Living Dimensions 5-Shelf Bookcases;USD 1.352,40;9;USD 437,54
CA-2015-141243;Januari;2015;DI Yogyakarta;Consumer;Technology;Accessories;Enermax Acrylux Wireless Keyboard;USD 398,40;5;USD 84,66
CA-2015-141243;Januari;2015;Jawa Timur;Consumer;Office Supplies;Art;Newell 317;USD 7,06;3;USD 0,79
CA-2015-111948;November;2015;DKI Jakarta;Corporate;Office Supplies;Appliances;Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter;USD 123,86;2;USD 46,79
CA-2015-111948;November;2015;Jawa Barat;Corporate;Office Supplies;Storage;Advantus 10-Drawer Portable Organizer, Chrome Metal Frame, Smoke Drawers;USD 418,32;7;USD 117,13
CA-2015-162201;Juni;2015;Banten;Corporate;Office Supplies;Labels;Smead Alpha-Z Color-Coded Name Labels First Letter Starter Set;USD 9,00;3;USD 3,15
CA-2015-162201;Juni;2015;Jawa Tengah;Corporate;Furniture;Furnishings;Advantus Employee of the Month Certificate Frame, 11 x 13-1/2;USD 173,21;7;USD 45,47
CA-2015-156146;Oktober;2015;DI Yogyakarta;Corporate;Technology;Phones;Panasonic KX-TG6844B Expandable Digital Cordless Telephone;USD 105,58;2;USD 9,24
CA-2015-162201;Juni;2015;Jawa Timur;Corporate;Office Supplies;Binders;Premier Elliptical Ring Binder, Black;USD 18,26;2;USD 13,39
CA-2015-162201;Juni;2015;Jawa Timur;Corporate;Office Supplies;Storage;Fellowes Super Stor/Drawer Files;USD 516,96;4;USD 6,46
CA-2015-156146;Oktober;2015;DKI Jakarta;Corporate;Technology;Phones;Plantronics MX500i Earset;USD 68,72;2;USD 14,60
CA-2015-142692;Oktober;2015;Jawa Barat;Corporate;Office Supplies;Binders;Avery Non-Stick Binders;USD 3,59;1;USD 1,12
CA-2015-104241;Januari;2015;Banten;Corporate;Furniture;Furnishings;DAX Wood Document Frame;USD 192,22;14;USD 69,20
CA-2015-118738;Oktober;2015;Jawa Tengah;Corporate;Furniture;Tables;KI Conference Tables;USD 347,36;7;USD 69,47
CA-2015-118738;Oktober;2015;DI Yogyakarta;Corporate;Office Supplies;Paper;Xerox 1999;USD 15,55;3;USD 5,44
CA-2015-162201;Juni;2015;Jawa Timur;Corporate;Office Supplies;Paper;Xerox 1951;USD 173,49;7;USD 54,22
CA-2015-162201;Juni;2015;DKI Jakarta;Corporate;Office Supplies;Art;Newell 344;USD 4,45;2;USD 0,33
CA-2015-162201;Juni;2015;Jawa Barat;Corporate;Office Supplies;Paper;Xerox 1963;USD 42,24;10;USD 13,20
CA-2015-118738;Oktober;2015;Banten;Corporate;Office Supplies;Paper;Xerox 2;USD 10,37;2;USD 3,63
